Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
BANGRES12DEL01,25.0,4.9,12.939496,77.625999,13.049496,77.735999,20-03-2022,20:15,20:25,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,19
GOARES07DEL01,32.0,4.5,15.561295,73.749478,15.631295,73.819478,14-02-2022,18:15,18:20,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,25
RANCHIRES16DEL03,37.0,5.0,23.371292,85.327872,23.401292,85.357872,17-03-2022,20:55,21:05,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36
HYDRES08DEL01,25.0,4.6,17.438263,78.397865,17.508263,78.467865,08-03-2022,20:15,20:20,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25
CHENRES20DEL02,35.0,4.2,12.975996,80.221898,12.995996,80.241898,05-04-2022,0.375,09:05,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24
HYDRES010DEL02,24.0,4.6,17.428294,78.404423,17.448294,78.424423,05-03-2022,09:50,10:05,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,13
SURRES01DEL02,37.0,4.2,21.186438,72.794115,21.316438,72.924115,10-03-2022,22:15,22:30,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,41
JAPRES15DEL01,36.0,3.6,26.891191,75.802083,26.961191,75.872083,18-03-2022,21:50,22:05,Stormy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,44
HYDRES03DEL03,23.0,4.8,17.422819,78.449578,17.482819,78.509578,26-03-2022,20:40,20:55,Windy,Jam,1,Meal,scooter,0.0,No,Urban,19
BANGRES06DEL01,39.0,4.2,12.979096,77.640625,12.989096,77.650625,07-03-2022,09:10,09:15,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,23
KNPRES02DEL01,38.0,4.3,26.471617,80.313564,26.541617,80.383564,16-02-2022,22:20,22:35,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,39
MYSRES11DEL01,24.0,4.8,12.323225,76.630028,12.333225,76.640028,07-03-2022,08:10,08:20,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18
PUNERES09DEL03,29.0,4.4,18.536562,73.896485,18.626562,73.986485,02-03-2022,21:30,21:35,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,44
GOARES010DEL01,34.0,4.7,15.546594,73.760431,15.586594,73.800431,17-02-2022,14:50,14:55,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32
MYSRES20DEL01,21.0,4.9,12.337978,76.616792,12.407978,76.686792,12-03-2022,0.75,18:05,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20
VADRES09DEL02,30.0,4.1,0.0,0.0,0.08,0.08,18-03-2022,18:25,18:40,Cloudy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,36
HYDRES010DEL03,27.0,4.6,17.428294,78.404423,17.458294,78.434423,01-04-2022,17:40,17:45,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15
JAPRES18DEL02,34.0,5.0,26.913987,75.752891,26.963987,75.802891,01-03-2022,20:35,20:45,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,31
ALHRES05DEL03,39.0,4.6,25.457687,81.835585,25.547687,81.925585,14-02-2022,18:30,18:40,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,28
JAPRES07DEL01,31.0,4.7,26.766536,75.837333,26.876536,75.947333,29-03-2022,17:15,17:25,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,49
MYSRES19DEL01,38.0,4.8,12.334022,76.618203,12.444022,76.728203,02-04-2022,17:35,17:50,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,18
VADRES06DEL01,25.0,4.9,22.31279,73.170283,22.35279,73.210283,19-03-2022,13:40,13:55,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,30
CHENRES04DEL01,29.0,4.7,13.02978,80.208812,13.13978,80.318812,27-03-2022,21:10,21:15,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20
SURRES06DEL02,23.0,4.7,21.185047,72.80859,21.265047,72.88859,02-03-2022,19:30,19:40,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34
COIMBRES04DEL02,35.0,4.7,11.024839,77.007003,11.044839,77.027003,28-03-2022,10:10,10:15,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21
PUNERES20DEL03,32.0,4.5,18.592718,73.773572,18.682718,73.863572,04-04-2022,23:25,23:35,Fog,Low,1,Buffet,scooter,1.0,No,Urban,31
PUNERES06DEL02,32.0,4.6,18.546258,73.904337,18.676258,74.034337,04-04-2022,17:25,17:40,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21
MYSRES03DEL01,28.0,4.8,12.299524,76.64262,12.409524,76.75262,31-03-2022,22:55,0.958333333,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26
HYDRES14DEL02,31.0,4.6,17.426228,78.407495,17.556228,78.537495,27-03-2022,19:35,19:50,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,19
HYDRES12DEL01,28.0,4.7,17.429585,78.392621,17.469585,78.432621,07-03-2022,14:50,15:05,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,14
BANGRES17DEL01,20.0,5.0,12.972532,77.608179,13.082532,77.718179,08-03-2022,21:15,21:30,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26
JAPRES20DEL01,27.0,4.7,26.956431,75.776649,26.996431,75.816649,21-03-2022,13:30,13:40,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,18
SURRES14DEL01,26.0,5.0,21.157729,72.768726,21.167729,72.778726,03-04-2022,10:15,10:25,Fog,Low,2,Meal,scooter,1.0,No,Urban,11
RANCHIRES17DEL02,36.0,4.9,23.374878,85.335739,23.424878,85.385739,28-03-2022,21:45,0.916666667,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26
MYSRES20DEL03,21.0,4.6,12.337978,76.616792,12.427978,76.706792,02-03-2022,18:25,18:30,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,21
HYDRES11DEL03,34.0,4.7,17.430448,78.418213,17.520448,78.508213,04-03-2022,20:20,20:25,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,22
BANGRES08DEL01,36.0,4.8,12.906229,77.596791,12.946229,77.636791,05-04-2022,13:40,13:55,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,26
INDORES09DEL01,39.0,4.2,22.725835,75.887648,22.835835,75.997648,31-03-2022,20:45,0.875,Fog,Jam,2,Snack,scooter,3.0,No,Metropolitian,44
BANGRES010DEL01,39.0,4.6,12.933298,77.614293,13.003298,77.684293,23-03-2022,23:25,23:30,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,27
INDORES08DEL02,37.0,4.8,22.725748,75.898497,22.805747,75.978497,04-04-2022,20:15,20:30,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53
AGRRES20DEL01,24.0,5.0,27.158822,78.045359,27.168822,78.055359,13-02-2022,08:25,08:35,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12
COIMBRES15DEL01,30.0,4.6,11.006686,76.951736,11.076686,77.021736,04-03-2022,21:50,22:05,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,28
RANCHIRES07DEL01,23.0,4.5,23.359407,85.325055,23.369407,85.335055,05-04-2022,09:10,09:25,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,17
HYDRES17DEL02,38.0,5.0,17.451976,78.385883,17.501976,78.435883,26-03-2022,22:25,22:30,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,10
INDORES14DEL02,30.0,3.6,22.761593,75.886362,22.841593,75.966362,31-03-2022,0.875,21:15,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43
VADRES07DEL01,24.0,4.9,0.0,0.0,0.04,0.04,07-03-2022,16:10,16:15,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,17
GOARES19DEL01,27.0,4.7,0.0,0.0,0.07,0.07,12-02-2022,18:45,18:50,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,15
PUNERES18DEL03,29.0,4.7,18.593481,73.785901,18.683481,73.875901,29-03-2022,0.791666667,19:10,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38
RANCHIRES03DEL02,30.0,4.3,0.0,0.0,0.13,0.13,20-03-2022,19:25,19:35,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35
INDORES09DEL02,26.0,4.5,22.725835,75.887648,22.805835,75.967648,04-04-2022,1,24:05:00,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,28
RANCHIRES12DEL01,32.0,4.6,0.0,0.0,0.04,0.04,28-03-2022,13:40,13:50,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,25
BANGRES16DEL03,34.0,5.0,13.029198,77.570997,13.089198,77.630997,28-03-2022,17:55,0.75,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,30
PUNERES07DEL03,21.0,4.8,18.546947,73.900626,18.576947,73.930626,11-03-2022,21:50,21:55,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29
HYDRES03DEL02,36.0,4.5,17.422819,78.449578,17.502819,78.529578,18-03-2022,22:30,22:40,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26
LUDHRES04DEL01,22.0,4.9,30.914057,75.83982,30.984057,75.90982,16-02-2022,19:20,19:25,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28
VADRES02DEL03,33.0,4.5,0.0,0.0,0.09,0.09,31-03-2022,19:30,19:40,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27
MYSRES02DEL02,25.0,5.0,12.304569,76.643622,12.434569,76.773622,25-03-2022,21:25,21:40,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,18
AGRRES01DEL03,34.0,4.9,27.161661,78.011544,27.301661,78.151544,18-02-2022,22:15,22:30,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29
KOCRES02DEL03,22.0,4.9,10.028047,76.310019,10.058047,76.340019,17-02-2022,23:10,23:15,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16
BANGRES13DEL01,20.0,4.6,12.935662,77.61413,12.975662,77.65413,07-03-2022,15:50,16:05,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,29
MYSRES13DEL01,27.0,4.9,12.310972,76.659264,12.380972,76.729264,04-03-2022,17:40,17:55,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30
HYDRES16DEL03,23.0,4.1,17.440827,78.393391,17.500827,78.453391,30-03-2022,20:55,0.875,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32
VADRES03DEL01,34.0,4.9,22.32,73.17,22.39,73.24,04-04-2022,18:55,0.791666667,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22
INDORES06DEL01,33.0,4.9,22.728163,75.884212,22.738163,75.894212,26-03-2022,09:20,09:35,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21
MUMRES12DEL02,33.0,4.8,19.207222,72.972281,19.337222,73.102281,16-03-2022,17:50,18:05,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,30
COIMBRES05DEL01,29.0,4.0,11.022169,76.999594,11.092169,77.069594,18-03-2022,17:40,17:55,Fog,Medium,2,Meal,scooter,1.0,Yes,Metropolitian,39
SURRES05DEL03,25.0,4.5,21.175104,72.804342,21.265104,72.894342,16-03-2022,20:35,20:50,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26
JAPRES12DEL01,24.0,4.7,26.902908,75.792934,26.972908,75.862934,06-03-2022,23:30,23:35,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,16
RANCHIRES11DEL03,28.0,4.7,23.359194,85.325447,23.389194,85.355447,05-04-2022,22:35,22:50,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19
HYDRES06DEL01,37.0,4.5,17.455894,78.375467,17.565894,78.485467,06-04-2022,23:35,23:40,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,23
KOLRES08DEL02,28.0,4.5,22.53796,88.349843,22.55796,88.369843,17-02-2022,11:30,11:35,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44
VADRES13DEL03,29.0,4.8,22.310237,73.158921,22.370237,73.218921,11-03-2022,19:15,19:25,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29
MUMRES01DEL02,36.0,4.8,19.12663,72.829976,19.20663,72.909976,18-03-2022,23:15,23:20,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
JAPRES09DEL01,38.0,4.7,26.911378,75.789034,26.921378,75.799034,01-04-2022,08:15,08:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
COIMBRES18DEL03,21.0,4.8,11.02091,76.940432,11.11091,77.030432,25-03-2022,23:10,23:25,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,12
COIMBRES19DEL01,39.0,4.3,11.022298,76.998349,11.132298,77.108349,02-04-2022,21:20,21:35,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,52
RANCHIRES11DEL02,37.0,4.8,23.359194,85.325447,23.379194,85.345447,26-03-2022,09:55,10:05,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16
SURRES02DEL01,32.0,3.7,21.186608,72.794136,21.256608,72.864136,18-03-2022,17:35,17:45,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34
JAPRES01DEL01,29.0,4.6,26.90519,75.810753,26.97519,75.880753,08-03-2022,22:55,23:10,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,11
VADRES17DEL02,35.0,4.7,0.0,0.0,0.13,0.13,12-03-2022,23:30,23:35,Windy,Low,2,Buffet,scooter,0.0,No,Urban,28
MUMRES010DEL01,39.0,4.9,19.003517,72.82765,19.043517,72.86765,30-03-2022,15:25,15:35,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22
CHENRES01DEL01,37.0,4.8,13.005801,80.250744,13.115801,80.360744,04-04-2022,22:45,22:50,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19
CHENRES05DEL02,34.0,4.8,13.058616,80.264151,13.108616,80.314151,01-04-2022,0.75,18:10,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,29
MYSRES15DEL01,38.0,4.3,12.352058,76.60665,12.362058,76.61665,24-03-2022,08:25,08:35,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25
MUMRES05DEL01,25.0,4.8,18.927584,72.832585,18.997584,72.902585,31-03-2022,18:10,18:20,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,20
GOARES010DEL03,33.0,4.7,15.546594,73.760431,15.576594,73.790431,15-02-2022,23:10,23:20,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,28
CHENRES12DEL02,24.0,4.8,12.972793,80.249982,13.102793,80.379982,06-03-2022,19:50,20:05,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30
MUMRES02DEL01,29.0,4.6,19.221315,72.862381,19.291315,72.932381,20-03-2022,18:50,18:55,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,28
JAPRES04DEL03,23.0,4.9,26.902328,75.794257,26.932328,75.824257,13-03-2022,18:15,18:25,Sunny,Medium,2,Meal,scooter,1.0,No,Urban,12
COIMBRES07DEL01,37.0,4.6,10.96185,76.971082,10.97185,76.981082,13-03-2022,08:45,08:50,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
MUMRES08DEL03,24.0,4.9,19.065838,72.832658,19.155838,72.922658,02-03-2022,21:25,21:40,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,17
RANCHIRES08DEL03,21.0,4.9,23.353783,85.326967,23.443783,85.416967,23-03-2022,23:20,23:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
CHENRES18DEL03,22.0,4.9,12.981615,80.231598,13.041615,80.291598,21-03-2022,20:15,20:25,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26
CHENRES08DEL02,35.0,4.4,13.022394,80.242439,13.042394,80.262439,11-03-2022,08:35,08:50,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
HYDRES09DEL01,36.0,4.7,17.431668,78.408321,17.541668,78.518321,06-04-2022,23:15,23:20,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,25
SURRES01DEL01,24.0,4.7,21.186438,72.794115,21.256438,72.864115,20-03-2022,23:15,23:25,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,19
SURRES17DEL01,25.0,4.9,21.149569,72.772697,21.189569,72.812697,11-03-2022,14:15,14:30,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,18
SURRES19DEL03,36.0,4.7,21.149669,72.772629,21.239669,72.862629,31-03-2022,19:40,19:50,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28
SURRES08DEL01,39.0,4.0,21.173343,72.792731,21.283343,72.902731,27-03-2022,18:45,18:50,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41
GOARES07DEL02,24.0,4.7,15.561295,73.749478,15.611295,73.799478,15-02-2022,0.958333333,23:15,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,14
AGRRES18DEL02,29.0,4.7,27.161694,78.034714,27.241694,78.114714,18-02-2022,21:30,21:35,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20
VADRES14DEL01,21.0,4.6,22.311603,73.165012,22.321603,73.175012,30-03-2022,09:30,09:35,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10
MUMRES09DEL01,23.0,4.9,18.994049,72.825203,19.004049,72.835203,13-03-2022,08:25,08:35,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,17
CHENRES02DEL02,28.0,4.9,13.086438,80.220672,13.106438,80.240672,03-03-2022,08:15,08:30,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,14
MYSRES01DEL02,37.0,3.5,12.311072,76.654878,12.441072,76.784878,27-03-2022,17:20,17:35,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,38
RANCHIRES11DEL02,34.0,4.6,23.359194,85.325447,23.489194,85.455447,06-04-2022,17:10,17:25,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33
MUMRES06DEL02,32.0,4.8,19.055831,72.833984,19.105831,72.883984,26-03-2022,17:50,0.75,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30
BANGRES04DEL02,32.0,4.7,12.98041,77.640489,13.00041,77.660489,26-03-2022,0.375,09:05,Windy,Low,2,Buffet,scooter,1.0,No,Urban,20
MYSRES12DEL03,23.0,4.7,12.284747,76.625861,12.374747,76.715861,16-03-2022,17:30,17:45,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19
PUNERES08DEL02,26.0,4.9,18.53408,73.89852,18.55408,73.91852,11-03-2022,08:50,09:05,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,13
MYSRES12DEL01,30.0,4.9,12.284747,76.625861,12.294747,76.635861,19-03-2022,11:45,0.5,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,32
HYDRES05DEL01,30.0,4.2,17.433809,78.386744,17.543809,78.496744,20-03-2022,21:30,21:35,Fog,Jam,1,Drinks,scooter,3.0,Yes,Metropolitian,46
CHENRES010DEL02,36.0,4.9,13.066762,80.251865,13.196762,80.381865,20-03-2022,22:20,22:25,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,41
CHENRES04DEL03,33.0,4.7,13.02978,80.208812,13.11978,80.298812,14-03-2022,22:55,23:05,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16
PUNERES010DEL01,21.0,4.7,18.539299,73.897902,18.549299,73.907902,24-03-2022,0.458333333,11:15,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15
COIMBRES010DEL02,25.0,4.6,11.003008,76.97544,11.023008,76.99544,05-04-2022,09:55,10:10,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,10
MYSRES17DEL01,38.0,4.8,12.326356,76.619103,12.336356,76.629103,28-03-2022,08:40,08:55,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,27
KNPRES14DEL01,28.0,4.8,-26.463504,80.372929,26.503504,80.412929,15-02-2022,14:35,14:40,Windy,High,2,Meal,motorcycle,1.0,No,Urban,27
COIMBRES15DEL02,38.0,4.6,11.006686,76.951736,11.056686,77.001736,26-03-2022,19:15,19:25,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46
JAPRES09DEL01,26.0,4.6,26.911378,75.789034,27.021378,75.899034,06-04-2022,17:30,17:45,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26
JAPRES19DEL03,29.0,4.8,26.913726,75.75282,27.003726,75.842821,31-03-2022,17:30,17:45,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19
MUMRES09DEL02,34.0,4.1,18.994049,72.825203,19.014049,72.845203,21-03-2022,08:35,08:50,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32
ALHRES13DEL02,33.0,4.7,25.451646,81.832796,25.471646,81.852796,15-02-2022,11:50,12:05,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30
BANGRES05DEL02,34.0,4.7,12.970324,77.645748,12.990324,77.665748,01-03-2022,08:10,08:25,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
INDORES13DEL01,33.0,4.3,22.745049,75.892471,22.855049,76.002471,25-03-2022,20:40,20:55,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40
JAPRES17DEL03,27.0,4.5,26.892312,75.806896,26.982312,75.896896,27-03-2022,19:55,0.833333333,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35
MUMRES02DEL01,33.0,4.6,19.221315,72.862381,19.331315,72.972381,12-03-2022,20:40,20:50,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,20
BANGRES14DEL02,22.0,4.6,12.949934,77.699386,12.999934,77.749386,30-03-2022,19:55,0.833333333,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,12
RANCHIRES06DEL03,21.0,4.5,23.357804,85.325146,23.387804,85.355146,03-04-2022,22:10,22:15,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,14
SURRES09DEL03,24.0,4.7,21.175975,72.795503,21.235975,72.855503,11-03-2022,17:35,17:50,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15
BHPRES07DEL03,32.0,4.7,0.0,0.0,0.03,0.03,13-02-2022,0.958333333,23:10,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26
LUDHRES20DEL03,24.0,5.0,30.885915,75.788259,30.915915,75.818259,15-02-2022,17:40,17:50,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18
MUMRES18DEL02,21.0,4.6,19.1093,72.825451,19.1593,72.875451,30-03-2022,21:10,21:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26
JAPRES08DEL02,35.0,4.9,26.910262,75.783013,27.040262,75.913013,06-03-2022,22:10,22:25,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27
CHENRES07DEL02,37.0,4.8,13.081878,80.248519,13.161878,80.328519,12-03-2022,18:20,18:25,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27
MUMRES07DEL02,37.0,4.7,19.091458,72.827808,19.111458,72.847808,07-03-2022,11:40,11:50,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,34
RANCHIRES03DEL01,28.0,4.9,0.0,0.0,0.04,0.04,26-03-2022,0.583333333,14:05,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,22
BANGRES11DEL01,31.0,4.5,12.934365,77.616155,13.004365,77.686155,04-04-2022,20:30,20:40,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29
ALHRES02DEL03,34.0,4.7,25.453436,81.833167,25.513436,81.893167,17-02-2022,18:10,18:15,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
VADRES03DEL01,24.0,4.6,22.32,73.17,22.43,73.28,12-03-2022,19:40,19:45,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20
GOARES05DEL01,25.0,4.8,0.0,0.0,0.04,0.04,11-02-2022,0.708333333,17:10,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24
HYDRES20DEL02,21.0,4.8,17.483216,78.552111,17.503216,78.572111,03-03-2022,11:25,11:40,Sunny,High,1,Drinks,scooter,0.0,No,Urban,12
SURRES15DEL01,23.0,4.7,21.160522,72.771477,21.230522,72.841477,06-03-2022,0.958333333,23:15,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,23
MUMRES08DEL02,21.0,4.7,19.065838,72.832658,19.085838,72.852658,15-03-2022,10:35,10:50,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,13
HYDRES02DEL01,31.0,4.7,17.41233,78.449654,17.48233,78.519654,12-03-2022,17:40,17:50,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39
BANGRES03DEL02,39.0,4.7,12.979166,77.640709,13.109166,77.770709,10-03-2022,22:35,22:45,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,29
RANCHIRES09DEL03,23.0,4.8,23.351058,85.325731,23.441058,85.415731,10-03-2022,23:30,23:35,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,21
ALHRES07DEL01,22.0,5.0,25.449659,81.839744,25.559659,81.949744,14-02-2022,17:35,17:50,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,31
PUNERES08DEL01,23.0,4.7,18.53408,73.89852,18.57408,73.93852,19-03-2022,12:10,12:15,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28
DEHRES05DEL02,29.0,4.8,30.346994,78.062543,30.426994,78.142543,18-02-2022,23:25,23:35,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24
VADRES19DEL03,29.0,4.8,22.311844,73.165081,22.371844,73.225081,30-03-2022,17:55,18:10,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26
SURRES09DEL02,27.0,4.6,21.175975,72.795503,21.225975,72.845503,11-03-2022,18:20,18:30,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,21
MYSRES09DEL01,38.0,4.0,12.323194,76.630583,12.393194,76.700583,29-03-2022,20:15,20:30,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,49
HYDRES13DEL02,27.0,4.2,17.431477,78.40035,17.481477,78.45035,03-03-2022,22:10,22:25,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20
RANCHIRES03DEL03,21.0,4.8,0.0,0.0,0.03,0.03,07-03-2022,21:55,0.916666667,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,16
SURRES14DEL03,28.0,4.8,21.157729,72.768726,21.217729,72.828726,01-04-2022,21:30,21:40,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,11
